binDP,binDPv2,binCPchoco,binCPgoogle,binMIP,binMIPCPLEX,binMIPGUROBI,binConstraintChoco,binDPinCPgoogle,binDPinCPgooglev2,binDPinCPgooglev3,binDPinMIP,binDPinMIPCPLEX,binDPinMIPGUROBI,
3697788,1753462,723287992,600026207830,21089601,9142093,26227183,-16060378,415893673,265005785,103994660,3284888790,996653284,2672569617,
3288938,948840,600816758,600000387409,16917511,7488482,28706109,-3423443,398629785,291325171,48017496,4614699457,798453923,2955848477,
443756,635790,600578215,600000374930,8172296,7952429,28830013,-1568834,369446201,248283165,54828885,5379989738,990473654,2617275815,
418552,501645,600746446,600000379139,18364371,7102443,31808818,-3118931,422596380,287528793,66526168,4247164093,1060396182,4013475158,
489573,667857,600470398,600000441417,9110073,7147836,36324067,-1683495,311699485,185021883,61789170,5198874330,938926329,2328733306,
163740,369247,600492083,600000377313,15950865,6270256,27801128,-1841833,231715229,144287716,46160799,3875546142,709629604,2354577796,
132384,530928,600459268,600000381956,16060166,7466187,27319740,-1548389,374205910,288096021,70774927,6620351794,1125647337,4356374666,
156415,426054,600532372,600000422034,8356684,7553119,28649723,-1183969,430692111,377195842,46778950,3958623827,957207371,2650479309,
123976,366716,600535696,600000405513,8029284,6722816,25185145,-2563948,323039505,276266628,49322070,3680546199,952389081,3218500032,
131791,325831,600358686,600000421641,11027561,6111399,30375558,-2111377,322909870,245970130,93299797,5242098125,1074135588,3278890149,
